studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Laureliopsis philippiana,Laureliopsis philippiana,Atherospermataceae,EA,FW,NA,NA,NA,0.00052,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85E-07,NA,NA,0.001032934,0.003470967,0.041,0,0.001,NA,NA,0.036265306,0.041,4.00E-05,NA,NA,NA,3.00E-05,7.00E-05,NA,NA,NA,4.00E-05,0.00011,6.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,Miranda Scenic Reserve,-37.25,175.3,TempRF,NA,NA,NA,NA,Kunzea ericoides,Kunzea ericoides,Myrtaceae,EA,FW,NA,NA,NA,0.00072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-07,NA,NA,0.001036612,0.006008841,0.058,0,5.00E-04,NA,NA,0.036329814,0.058,2.70E-05,NA,NA,NA,8.00E-06,3.50E-05,NA,NA,NA,1.80E-05,5.30E-05,2.33E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus nubigena,Podocarpus nubigenus,Podocarpaceae,EG,FW,NA,NA,NA,0.00043,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55E-06,NA,NA,0.001055368,0.006904374,0.055,0,0.0033,NA,NA,0.036657008,0.055,5.00E-05,NA,NA,NA,1.70E-05,6.70E-05,NA,NA,NA,6.00E-05,0.000127,1.26E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,Miranda Scenic Reserve,-37.25,175.3,TempRF,NA,NA,NA,NA,Kunzea ericoides,Kunzea ericoides,Myrtaceae,EA,FW,NA,NA,NA,0.00043,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81E-06,NA,NA,0.001058157,0.003342001,0.058,0.017453789,0.00152,NA,NA,0.036705413,0.040546211,1.50E-05,NA,NA,NA,1.30E-05,2.80E-05,NA,NA,NA,2.20E-05,5.00E-05,1.88E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Myrceugenia planipes,Myrceugenia planipes,Myrtaceae,EA,FW,NA,NA,NA,0.00082,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-06,NA,NA,0.001060593,0.003647422,0.068,0.026868277,0.0012,NA,NA,0.036747639,0.041131723,4.30E-05,NA,NA,NA,2.90E-05,7.20E-05,NA,NA,NA,5.20E-05,0.000124,8.81E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 112; Subplot_ID = E,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,under 8% PPFD,NA,0.002697,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-06,NA,NA,0.001097115,NA,0.12,0.02,0.002,NA,NA,0.037375,0.1,8.50E-05,NA,NA,NA,9.60E-05,0.000181,NA,NA,NA,9.80E-05,0.000279,NA,0.0315165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,Miranda Scenic Reserve,-37.25,175.3,TempRF,NA,NA,NA,NA,Kunzea ericoides,Kunzea ericoides,Myrtaceae,EA,FW,NA,NA,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-07,NA,NA,0.001102606,0.00588557,0.064,0,5.00E-04,NA,NA,0.037468408,0.064,2.30E-05,NA,NA,NA,9.00E-06,3.20E-05,NA,NA,NA,1.50E-05,4.70E-05,2.57E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Aextoxicon punctatum,Aextoxicon punctatum,Aextoxicaceae,EA,FW,NA,NA,NA,0.00077,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24E-06,NA,NA,0.001140333,0.002956643,0.069,0.031330094,0.00203,NA,NA,0.03810403,0.037669906,4.10E-05,NA,NA,NA,4.00E-05,8.10E-05,NA,NA,NA,4.50E-05,0.000126,0.000127784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Nothofagus dombeyi,Nothofagus dombeyi,Nothofagaceae,EA,FW,NA,NA,NA,0.00083,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31E-06,NA,NA,0.001151565,0.0061744,0.109,0.029188008,0.00305,NA,NA,0.038291227,0.079811992,3.70E-05,NA,NA,NA,5.20E-05,8.90E-05,NA,NA,NA,2.50E-05,0.000114,5.96E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 128; Subplot_ID = A,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FW,0,under 8% PPFD,NA,0.004654,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-06,NA,NA,0.001164156,NA,0.14,0.005,0.002,NA,NA,0.0385,0.135,0.000171,NA,NA,NA,0.000107,0.000278,NA,NA,NA,8.00E-05,0.000358,NA,0.036742587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Myrceugenia planipes,Myrceugenia planipes,Myrtaceae,EA,FW,NA,NA,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-06,NA,NA,0.001176845,0.004366331,0.055,0.012902502,0.0013,NA,NA,0.038709244,0.042097498,4.80E-05,NA,NA,NA,4.00E-05,8.80E-05,NA,NA,NA,6.10E-05,0.000149,6.62E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cedrelinga catanaeformis,Cedrelinga cateniformis,Fabaceae,EA,CG,NA,6,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08E-06,NA,NA,0.005,NA,0.28,NA,0.0034,NA,NA,0.038729833,NA,2.00E-05,NA,NA,NA,0.00042,0.000442,NA,NA,NA,3.00E-04,0.000737,8.00E-04,0.027,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,Miranda Scenic Reserve,-37.25,175.3,TempRF,NA,NA,NA,NA,Kunzea ericoides,Kunzea ericoides,Myrtaceae,EA,FW,NA,NA,NA,0.00099,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-07,NA,NA,0.001178602,0.005988084,0.066,0,5.00E-04,NA,NA,0.038738129,0.066,2.90E-05,NA,NA,NA,1.20E-05,4.10E-05,NA,NA,NA,1.20E-05,5.30E-05,2.16E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Amomyrtus luma,Amomyrtus luma,Myrtaceae,EA,FW,NA,NA,NA,0.00082,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81E-06,NA,NA,0.001193043,0.004668626,0.062,0.005552385,0.00152,NA,NA,0.038974729,0.056447615,3.10E-05,NA,NA,NA,2.20E-05,5.30E-05,NA,NA,NA,1.50E-05,6.80E-05,6.29E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Aextoxicon punctatum,Aextoxicon punctatum,Aextoxicaceae,EA,FW,NA,NA,NA,0.00081,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-07,NA,NA,0.001223803,NA,0.043,0.017024901,0.000401,NA,NA,0.039473971,0.025975099,4.00E-05,NA,NA,NA,1.50E-05,5.50E-05,NA,NA,NA,5.00E-05,0.000105,0.000181055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Aextoxicon punctatum,Aextoxicon punctatum,Aextoxicaceae,EA,FW,NA,NA,NA,0.00058,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03E-07,NA,NA,0.001240192,NA,0.061,0.044744331,8.00E-04,NA,NA,0.039737407,0.016255669,3.70E-05,NA,NA,NA,6.30E-05,1.00E-04,NA,NA,NA,6.30E-05,0.000163,0.000129646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Pouteria sp.,Pouteria sp.,Sapotaceae,EA,CG,NA,100,NA,0.00108,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80E-06,NA,NA,0.0013,NA,0.18,0.16,0.0022,NA,NA,0.04,0.02,7.70E-05,NA,NA,NA,0.000491,0.000568,0,NA,NA,0.001162,0.00173,0.00054,0.071,720,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 145; Subplot_ID = D,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FW,0,under 8% PPFD,NA,0.003344,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01E-06,NA,NA,0.001272394,NA,0.167,0.025,0.0016,NA,NA,0.04025,0.142,0.0001228,NA,NA,NA,0.000286,0.0004088,NA,NA,NA,0.0001088,0.0005176,NA,0.036722488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 147; Subplot_ID = C,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 8% PPFD,NA,0.004448,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77E-06,NA,NA,0.001288249,NA,0.17,0.03,0.0015,NA,NA,0.0405,0.14,0.000118,NA,NA,NA,7.80E-05,0.000196,NA,NA,NA,4.30E-05,0.000239,NA,0.026528777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 105; Subplot_ID = D,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 20% PPFD,NA,0.003963,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-06,NA,NA,0.001288249,NA,0.095,0.02,0.002,NA,NA,0.0405,0.075,0.000148,NA,NA,NA,0.000149,0.000297,NA,NA,NA,0.00017,0.000467,NA,0.037345445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Saxegothaea conspicua,Saxegothaea conspicua,Podocarpaceae,EG,FW,NA,NA,NA,0.00051,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77E-06,NA,NA,0.0012926,0.007563863,0.098,0.020926948,0.0015,NA,NA,0.04056833,0.077073052,5.10E-05,NA,NA,NA,3.00E-05,8.10E-05,NA,NA,NA,9.30E-05,0.000174,8.52E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Amomyrtus luma,Amomyrtus luma,Myrtaceae,EA,FW,NA,NA,NA,0.00086,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81E-06,NA,NA,0.001330148,0.004398262,0.061,0.012699523,0.00152,NA,NA,0.041153336,0.048300477,2.60E-05,NA,NA,NA,6.00E-05,8.60E-05,NA,NA,NA,3.10E-05,0.000117,5.35E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 107; Subplot_ID = A,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FW,0,under 8% PPFD,NA,0.003169,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84E-06,NA,NA,0.001336404,NA,0.152,0.03,0.0019,NA,NA,0.04125,0.122,0.0001035,NA,NA,NA,8.31E-05,0.0001866,NA,NA,NA,0.0001209,0.0003075,NA,0.032660145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Persea lingue,Persea lingue,Lauraceae,EA,FW,NA,NA,NA,0.00058,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16E-06,NA,NA,0.001395601,NA,0.106,0.069795029,0.0028,NA,NA,0.0421537,0.036204971,4.50E-05,NA,NA,NA,5.20E-05,9.70E-05,NA,NA,NA,6.80E-05,0.000165,0.000290504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Saxegothaea conspicua,Saxegothaea conspicua,Podocarpaceae,EG,FW,NA,NA,NA,5.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01E-06,NA,NA,0.00140957,0.005822699,0.074,0.017572762,0.0016,NA,NA,0.042364139,0.056427238,4.40E-05,NA,NA,NA,3.20E-05,7.60E-05,NA,NA,NA,6.00E-05,0.000136,1.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Nothofagus nitida,Nothofagus nitida,Nothofagaceae,EA,FW,NA,NA,NA,0.00083,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03E-07,NA,NA,0.001432312,0.006115605,0.094,0.02514855,8.00E-04,NA,NA,0.042704523,0.06885145,5.10E-05,NA,NA,NA,2.20E-05,7.30E-05,NA,NA,NA,3.10E-05,0.000104,5.54E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,Miranda Scenic Reserve,-37.25,175.3,TempRF,NA,NA,NA,NA,Kunzea ericoides,Kunzea ericoides,Myrtaceae,EA,FW,NA,NA,NA,0.00124,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-07,NA,NA,0.001442538,0.006506258,0.077,0.003624056,5.00E-04,NA,NA,0.042856696,0.073375944,3.50E-05,NA,NA,NA,1.60E-05,5.10E-05,NA,NA,NA,2.70E-05,7.80E-05,1.58E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus nubigena,Podocarpus nubigenus,Podocarpaceae,EG,FW,NA,NA,NA,0.00055,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-06,NA,NA,0.001450752,0.00733289,0.075,0.000444094,0.0012,NA,NA,0.042978539,0.074555906,5.00E-05,NA,NA,NA,5.20E-05,0.000102,NA,NA,NA,4.00E-05,0.000142,1.56E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Laureliopsis philippiana,Laureliopsis philippiana,Atherospermataceae,EA,FW,NA,NA,NA,0.00128,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84E-06,NA,NA,0.001497237,0.006601492,0.05,0,0.0019,NA,NA,0.043661669,0.05,7.60E-05,NA,NA,NA,7.00E-05,0.000146,NA,NA,NA,5.80E-05,0.000204,0.000159794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,Miranda Scenic Reserve,-37.25,175.3,TempRF,NA,NA,NA,NA,Kunzea ericoides,Kunzea ericoides,Myrtaceae,EA,FW,NA,NA,NA,0.00088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81E-06,NA,NA,0.001499348,0.006724453,0.091,0.024708709,0.00152,NA,NA,0.043692438,0.066291291,4.20E-05,NA,NA,NA,3.50E-05,7.70E-05,NA,NA,NA,2.60E-05,0.000103,1.71E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Araucaria araucana,Araucaria araucana,Araucariaceae,EG,FW,NA,NA,NA,0.00361,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59E-05,NA,NA,0.001499385,0.015483695,0.221,0.063889005,0.0045,NA,NA,0.043692977,0.157110995,0.00041,NA,NA,NA,0.001128,0.001538,NA,NA,NA,0.00113,0.002668,2.30E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Amomyrtus luma,Amomyrtus luma,Myrtaceae,EA,FW,NA,NA,NA,0.00107,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03E-07,NA,NA,0.001506326,0.006457124,0.058,0,8.00E-04,NA,NA,0.043793993,0.058,3.60E-05,NA,NA,NA,1.60E-05,5.20E-05,NA,NA,NA,3.40E-05,8.60E-05,6.27E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Persea lingue,Persea lingue,Lauraceae,EA,FW,NA,NA,NA,0.00103,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52E-06,NA,NA,0.001512486,0.003916638,0.105,0.056976937,0.0024,NA,NA,0.043883448,0.048023063,8.30E-05,NA,NA,NA,5.80E-05,0.000141,NA,NA,NA,5.70E-05,0.000198,0.000205511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Aristotelia chilensis,Aristotelia chilensis,Elaeocarpaceae,EA,FW,NA,NA,NA,0.00099,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56E-07,NA,NA,0.001533171,0.00399527,0.068,0.028818376,0.000762,NA,NA,0.044182507,0.039181624,3.30E-05,NA,NA,NA,2.30E-05,5.60E-05,NA,NA,NA,2.60E-05,8.20E-05,0.000107388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Saxegothaea conspicua,Saxegothaea conspicua,Podocarpaceae,EG,FW,NA,NA,NA,0.00054,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-06,NA,NA,0.001544661,0.008709089,0.06,0,0.0012,NA,NA,0.044347756,0.06,0.000118,NA,NA,NA,6.50E-05,0.000183,NA,NA,NA,5.50E-05,0.000238,1.28E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kohyama0000,"Yakushima Island, Kyushu, Japan",30.34678,130.5164,TempRF,NA,NA,NA,NA,Syzygium buxifolium,Syzygium buxifolium,Mirtaceae,EA,FW,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001590431,NA,0.105,NA,NA,NA,NA,0.045,NA,7.60E-05,NA,NA,NA,6.40E-05,0.00014,NA,NA,NA,6.00E-05,2.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Nothofagus dombeyi,Nothofagus dombeyi,Nothofagaceae,EA,FW,NA,NA,NA,0.00143,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-07,NA,NA,0.001616284,0.008175921,0.114,0.025597869,0.0011,NA,NA,0.045364267,0.088402131,9.30E-05,NA,NA,NA,4.90E-05,0.000142,NA,NA,NA,2.50E-05,0.000167,0.000102182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Nothofagus dombeyi,Nothofagus dombeyi,Nothofagaceae,EA,FW,NA,NA,NA,0.00157,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-07,NA,NA,0.001618956,0.006614332,0.088,0.02229115,0.0011,NA,NA,0.045401749,0.06570885,0.000112,NA,NA,NA,0.00014,0.000252,NA,NA,NA,6.70E-05,0.000319,0.000130807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 133; Subplot_ID = C,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,between 20 and 80% PPFD,NA,0.009013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04E-06,NA,NA,0.001625971,NA,0.183,0.11,0.0032,NA,NA,0.0455,0.073,0.000298,NA,NA,NA,0.000341,0.000639,NA,NA,NA,0.000322,0.000961,NA,0.033063353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Saxegothaea conspicua,Saxegothaea conspicua,Podocarpaceae,EG,FW,NA,NA,NA,0.00067,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27E-06,NA,NA,0.001629838,0.009609842,0.077,0,0.0017,NA,NA,0.04555408,0.077,5.10E-05,NA,NA,NA,8.40E-05,0.000135,NA,NA,NA,8.00E-05,0.000215,1.69E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus nubigena,Podocarpus nubigenus,Podocarpaceae,EG,FW,NA,NA,NA,0.00101,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-06,NA,NA,0.00163431,0.014094971,0.096,0,0.002,NA,NA,0.045616533,0.096,8.60E-05,NA,NA,NA,5.60E-05,0.000142,NA,NA,NA,0.00014,0.000282,2.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Araucaria araucana,Araucaria araucana,Araucariaceae,EG,FW,NA,NA,NA,0.00295,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-05,NA,NA,0.00170901,0.009674916,0.122,0.023673749,0.00379,NA,NA,0.046647391,0.098326251,0.00033,NA,NA,NA,0.000197,0.000527,NA,NA,NA,0.000236,0.000763,2.94E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Nothofagus dombeyi,Nothofagus dombeyi,Nothofagaceae,EA,FW,NA,NA,NA,0.00121,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07E-06,NA,NA,0.001759218,0.006939437,0.112,0.04362846,0.00254,NA,NA,0.047327644,0.06837154,1.00E-04,NA,NA,NA,6.20E-05,0.000162,NA,NA,NA,4.20E-05,0.000204,0.000100467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Nothofagus dombeyi,Nothofagus dombeyi,Nothofagaceae,EA,FW,NA,NA,NA,0.00143,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-06,NA,NA,0.001789745,0.007801049,0.165,0.081815564,0.0012,NA,NA,0.047736507,0.083184436,4.30E-05,NA,NA,NA,8.00E-05,0.000123,NA,NA,NA,7.30E-05,0.000196,9.50E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus salignus,Podocarpus salignus,Podocarpaceae,EG,FW,NA,NA,NA,3.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-07,NA,NA,0.00180783,0.003488523,0.051,0.023127783,0.0011,NA,NA,0.047977085,0.027872217,2.50E-05,NA,NA,NA,1.00E-05,3.50E-05,NA,NA,NA,1.10E-05,4.60E-05,4.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus salignus,Podocarpus salignus,Podocarpaceae,EG,FW,NA,NA,NA,3.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-07,NA,NA,0.00180783,0.003488523,0.051,0.023127783,0.0011,NA,NA,0.047977085,0.027872217,2.50E-05,NA,NA,NA,1.00E-05,3.50E-05,NA,NA,NA,1.10E-05,4.60E-05,4.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus salignus,Podocarpus salignus,Podocarpaceae,EG,FW,NA,NA,NA,0.00079,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-07,NA,NA,0.00180783,0.003488523,0.053,0.025127783,0.0011,NA,NA,0.047977085,0.027872217,6.90E-05,NA,NA,NA,5.10E-05,0.00012,NA,NA,NA,6.10E-05,0.000181,4.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus salignus,Podocarpus salignus,Podocarpaceae,EG,FW,NA,NA,NA,0.00079,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-07,NA,NA,0.00180783,0.003488523,0.053,0.025127783,0.0011,NA,NA,0.047977085,0.027872217,6.90E-05,NA,NA,NA,5.10E-05,0.00012,NA,NA,NA,6.10E-05,0.000181,4.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2012,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,NA,NA,NA,Podocarpus nubigena,Podocarpus nubigenus,Podocarpaceae,EG,FW,NA,NA,NA,0.00064,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-06,NA,NA,0.001835821,0.010907618,0.076,0,0.0013,NA,NA,0.048347077,0.076,5.40E-05,NA,NA,NA,2.60E-05,8.00E-05,NA,NA,NA,0.000273,0.000353,1.69E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
