studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,131,NA,NA,0.016858557,NA,NA,0.006647604,NA,NA,NA,NA,NA,0.025872761,NA,4.675942556,NA,17.32,12.12,NA,0.181499924,1.3,2.43999897,5.2,3.744,NA,NA,NA,104.305,108.049,9.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,130,NA,NA,0.020373407,NA,NA,0.00636172,NA,NA,NA,NA,NA,0.033653497,NA,4.675942556,NA,18.73,13.08,NA,0.206999911,1.3,2.43999897,5.65,5.065,NA,NA,NA,143.634,148.699,10.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,96,NA,NA,0.034810584,NA,NA,0.017671444,NA,NA,NA,NA,NA,0.064017947,NA,4.675942556,NA,20.1,8.8,NA,0.28549988,1.3,2.43999897,11.3,8.051,NA,NA,NA,230.97,239.021,26.556,NA,NA,51.941,290.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Schefflera morototoni,Schefflera morototoni,Araliaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009852035,0.004778362,NA,4.696680937,NA,3.6,2.4,0.112,0.078,1.3,2.445403831,1.2,2.37320771,NA,NA,NA,6.236055905,8.609263615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Conostegia xalapensis,Conostegia xalapensis,Melastomataceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000829577,0.000132732,NA,4.7123889,NA,3,1.3,0.0325,0.013,1.3,2.449489722,1.7,0.265761607,NA,NA,NA,0.639398588,0.905160195,0.270744962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Cupania scrobiculata,Cupania scrobiculata,Sapindaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00490167,0.003525652,NA,4.7123889,NA,9,4.6,0.079,0.067,1.3,2.449489722,4.4,0.961946317,NA,NA,NA,13.32138751,14.28333383,2.772937932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Casearia sylvestris,Casearia sylvestris,Salicaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006503882,0.003848451,NA,4.7123889,NA,8.6,6.6,0.091,0.07,1.3,2.449489722,2,0.912712088,NA,NA,NA,17.94757397,18.86028605,5.753537597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2003,"Winston County, Mississippi USA",33.235,-89.05,TempF,NA,NA,Family = P,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,PU,NA,NA,15,6.209466311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010568318,NA,4.714352476,NA,13.8,9.6,NA,0.116,1.37,2.45,4.2,1.335163229,NA,NA,NA,26.208754,27.54391723,1.739177661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.007932711,NA,NA,0,NA,NA,NA,NA,NA,0.00950331,NA,4.752911511,NA,5.92,1.5,NA,0.109999955,1.3,2.459998961,4.42,6.567,NA,NA,NA,12.679,19.246,6.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,28,NA,NA,0.012161095,NA,NA,0.000706858,NA,NA,NA,NA,NA,0.015725425,NA,4.752911511,NA,12.8,6.3,NA,0.14149994,1.3,2.459998961,6.5,5.572,NA,NA,NA,42.75,48.322,5.701,NA,NA,3.992,52.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,4.4,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,5,7.09,NA,0.001541,NA,NA,0.002854,NA,NA,0.00078,NA,NA,0.005175,NA,4.8,NA,13.1,11.6,NA,0.081,1.3,2.46,1.5,0.97,NA,NA,3.05,11.55,12.52,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014618557,0.001,0.003,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,12,NA,NA,0.006866141,NA,NA,0,NA,NA,NA,NA,NA,0.008171276,NA,4.830508784,NA,5.79,1.68,NA,0.101999959,1.3,2.479998953,4.11,3.841,NA,NA,NA,12.116,15.957,6.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,12,NA,NA,0.012076272,NA,NA,0,NA,NA,NA,NA,NA,0.015836755,NA,4.830508784,NA,6.5,1.38,NA,0.141999939,1.3,2.479998953,5.12,8.972,NA,NA,NA,17.275,26.247,10.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol Na m-2,2.9,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,6,14.18,NA,0.003605,NA,NA,0.006424,NA,NA,0.002075,NA,NA,0.012104,NA,4.8,NA,21.2,18.4,NA,0.124,1.3,2.48,2.8,1.77,NA,NA,NA,41.65,43.42,1.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024033898,0.001,0.004,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,3.8,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,6,10.03,NA,0.003605,NA,NA,0.006939,NA,NA,0.00156,NA,NA,0.012104,NA,4.8,NA,22.5,20.2,NA,0.124,1.3,2.48,2.3,1.23,NA,NA,0.244,48.76,49.99,1.104,NA,5.625,NA,NA,NA,NA,NA,NA,NA,NA,0.024463415,0.003,0.003,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Banara guianensis,Banara guianensis,Salicaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000730617,0.000213825,NA,4.900884456,NA,2.5,1.3,0.0305,0.0165,1.3,2.497999178,1.2,0.089742633,NA,NA,NA,0.370833201,0.460575834,0.074716182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.006082118,NA,NA,0,NA,NA,NA,NA,NA,0.007542958,NA,4.908734375,NA,6.43,0.62,NA,0.097999961,1.3,2.499998944,5.81,3.832,NA,NA,NA,9.682,13.514,5.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,139,NA,NA,0.02273981,NA,NA,0.010751306,NA,NA,NA,NA,NA,0.038013239,NA,4.908734375,NA,21.71,15.77,NA,0.219999907,1.3,2.499998944,5.94,5.222,NA,NA,NA,206.414,211.636,11.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Conostegia xalapensis,Conostegia xalapensis,Melastomataceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000122718,1.96E-05,NA,4.908738438,NA,2.45,0.5,0.0125,0.005,1.3,2.499999979,1.95,0.00846747,NA,NA,NA,0.073676885,0.082144355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Cordia bicolor,Cordia bicolor,Boraginaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003848451,0.002206183,NA,4.908738438,NA,4.8,3.7,0.07,0.053,1.3,2.499999979,1.1,0.392378463,NA,NA,NA,3.673978801,4.066357264,0.30877392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamakura1986,"Sebulu, East Kalimantan Province, Indonesia",-1.5,116.967,TropRF,1862,NA,NA,NA,Neoscortechinia kingii,Neoscortechinia kingii,Euphorbiaceae,EA,FW,NA,NA,NA,10.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003848451,0.002551759,NA,4.908738521,NA,10.5,5.5,0.07,0.057,1.3,2.5,5,0.831,NA,NA,NA,9.425,10.256,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol Na m-2,3,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,3,8.73,NA,0.001221,NA,NA,0.002288,NA,NA,0.000592,NA,NA,0.004101,NA,4.9,NA,13.3,9.7,NA,0.072,1.3,2.5,3.6,0.79,NA,NA,3.978,9.81,10.6,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022101266,0.001,0.003,NA,NA,NA
Roberts2003,"Winston County, Mississippi USA",33.235,-89.05,TempF,NA,NA,Family = C,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,PU,NA,NA,15,4.981384526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006221139,NA,4.908738521,NA,10,5.2,NA,0.089,1.37,2.5,4.8,1.059109574,NA,NA,NA,13.03063604,14.08974561,1.745745682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2004,"Newton County, Mississippi USA",32.414,-89.114,TempF,NA,NA,Poultry litter = 6 Mg ha-1,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,10,17.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009503318,NA,4.908738521,NA,8.3,3.72,NA,0.11,1.37,2.5,4.58,4.20966,NA,NA,NA,14.95734,19.167,4.35776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2004,"Newton County, Mississippi USA",32.414,-89.114,TempF,NA,NA,Poultry litter = 6 Mg ha-1,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,10,16.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008992024,NA,4.967820098,NA,10.9,4.32,NA,0.107,1.37,2.515,6.58,3.98014,NA,NA,NA,14.93527,18.91541,3.25245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,8,NA,NA,0.007088212,NA,NA,0,NA,NA,NA,NA,NA,0.008824726,NA,4.987588284,NA,5.3,0.4,NA,0.105999953,1.3,2.519998936,4.9,8.569,NA,NA,NA,10.523,19.092,10.05,NA,NA,1.741,20.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.00801184,NA,NA,0,NA,NA,NA,NA,NA,0.00950331,NA,4.987588284,NA,6.07,0.29,NA,0.109999955,1.3,2.519998936,5.78,6.188,NA,NA,NA,13.165,19.353,8.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2004,"Newton County, Mississippi USA",32.414,-89.114,TempF,NA,NA,Poultry litter = 23 Mg ha-1,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,10,13.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006221139,NA,4.987592497,NA,7.8,4.5,NA,0.089,1.37,2.52,3.3,3.42059,NA,NA,NA,2.21466,5.63525,2.66646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Takahashi1999,Japan-Tomakomai Research Forest of Hokkaido University-,42.7,141.6,TempF,NA,NA,NA,NA,Sorbus alnifolia,Sorbus alnifolia,Rosaceae,DA,FW,NA,NA,54,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002733971,0.00066052,5,NA,8.6,7.4,NA,0.059,1.3,2.523132522,1.2,0.3,NA,NA,NA,9.1,9.4,1.1,NA,NA,2.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Annona spraguei,Annona spraguei,Annonaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006503882,0.003959192,NA,5.057964086,NA,9.8,7.5,0.091,0.071,1.3,2.537715486,2.3,0.512124324,NA,NA,NA,9.652867475,10.1649918,1.020716485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,13,NA,NA,0.011979079,NA,NA,0,NA,NA,NA,NA,NA,0.015174665,NA,5.067070511,NA,6.18,0.32,NA,0.138999941,1.3,2.539998927,5.86,9.536,NA,NA,NA,18.995,28.531,12.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,96,NA,NA,0.028666223,NA,NA,0.008659007,NA,NA,NA,NA,NA,0.045616672,NA,5.067070511,NA,19.5,10.2,NA,0.240999898,1.3,2.539998927,9.3,9.548,NA,NA,NA,211.594,221.142,23.924,NA,NA,30.593,251.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,87,NA,NA,0.040526511,NA,NA,0.018869175,NA,NA,NA,NA,NA,0.071157799,NA,5.067070511,NA,20.5,9.8,NA,0.300999873,1.3,2.539998927,10.7,20.139,NA,NA,NA,322.098,342.237,34.32,NA,NA,25.492,367.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Cordia bicolor,Cordia bicolor,Boraginaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026015529,0.013892908,NA,5.075635544,NA,5.4,5,0.182,0.133,1.3,2.542144742,0.4,1.232688358,NA,NA,NA,26.08154891,27.31423727,1.711924529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Takahashi1999,Japan-Tomakomai Research Forest of Hokkaido University-,42.7,141.6,TempF,NA,NA,NA,NA,Quercus crispula,Quercus mongolica,Fagaceae,DA,FW,NA,NA,50,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007389811,0.005808805,5.1,NA,11.5,3.9,NA,0.097,1.3,2.548238937,7.6,0.34,NA,NA,NA,23,23.34,1.2,NA,NA,4.1,27.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Casearia sylvestris,Casearia sylvestris,Salicaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000730617,0.000415476,NA,5.105087975,NA,5.6,5.1,0.0305,0.023,1.3,2.549509735,0.5,0.1278585,NA,NA,NA,1.041066829,1.168925329,0.1582515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,13,NA,NA,0.005674497,NA,NA,0,NA,NA,NA,NA,NA,0.006647604,NA,5.147181056,NA,7.8,2.4,NA,0.091999958,1.3,2.559998919,5.4,1.843,NA,NA,NA,11.314,13.157,3.203,NA,NA,1.06,14.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,12,NA,NA,0.014420094,NA,NA,0,NA,NA,NA,NA,NA,0.016971655,NA,5.147181056,NA,5.47,1.1,NA,0.14699994,1.3,2.559998919,4.37,9.729,NA,NA,NA,19.509,29.238,12.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.012076272,NA,NA,0,NA,NA,NA,NA,NA,0.015393791,NA,5.147181056,NA,6.63,0.18,NA,0.139999941,1.3,2.559998919,6.45,10.357,NA,NA,NA,20.557,30.914,11.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,13,NA,NA,0.011215673,NA,NA,0,NA,NA,NA,NA,NA,0.014102598,NA,5.147181056,NA,6.55,0.9,NA,0.133999946,1.3,2.559998919,5.65,9.974,NA,NA,NA,21.311,31.285,13.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,142,NA,NA,0.057381141,NA,NA,0.036643506,NA,NA,NA,NA,NA,0.106361671,NA,5.147181056,NA,24.1,15.36,NA,0.367999845,1.3,2.559998919,8.74,16.026,NA,NA,NA,557.04,573.066,43.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Thevetia ahouai,Thevetia ahouai,Apocynaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003848451,0.002123717,NA,5.18362779,NA,7.8,6.2,0.07,0.052,1.3,2.569046494,1.6,0.311824723,NA,NA,NA,5.278704285,5.590529008,1.101196279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Apeiba tibourbou,Apeiba tibourbou,Malvaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005541769,0.003959192,NA,5.18362779,NA,8.5,5,0.084,0.071,1.3,2.569046494,3.5,0.398793044,NA,NA,NA,5.354045624,5.752838667,1.064102845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,96,NA,NA,0.030963511,NA,NA,0.00636172,NA,NA,NA,NA,NA,0.046567985,NA,5.227919919,NA,20.1,9.7,NA,0.243499897,1.3,2.57999891,10.4,11.227,NA,NA,NA,205.108,216.335,31.187,NA,NA,25.918,242.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Miconia affinis,Miconia affinis,Melastomataceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002733971,0.001352652,NA,5.301437513,NA,5.6,3.8,0.059,0.0415,1.3,2.598076189,1.8,0.337676253,NA,NA,NA,4.311762461,4.649438713,1.212493351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Xylopia frutescens,Xylopia frutescens,Annonaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003369554,0.001924422,NA,5.301437513,NA,6.5,5.2,0.0655,0.0495,1.3,2.598076189,1.3,0.669284281,NA,NA,NA,4.536617415,5.205901696,0.877670326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,37,NA,NA,0.014566178,NA,NA,0.002290219,NA,NA,NA,NA,NA,0.021124051,NA,5.3092871,NA,14.3,5.8,NA,0.16399993,1.3,2.599998902,8.5,5.739,NA,NA,NA,59.648,65.387,9.553,NA,NA,5.363,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0 K - 0 Na,2.9,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,6,13.51,NA,0.002903,NA,NA,0.005502,NA,NA,0.001343,NA,NA,0.009748,NA,5.3,NA,18.1,15.7,NA,0.111,1.3,2.6,2.4,1.75,NA,NA,5.049,28.28,30.03,1.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193,0.0011,0.0034,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Inga cocleensis,Inga cocleensis,Fabaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003117245,0.001590431,NA,5.372123346,NA,5.6,4.4,0.063,0.045,1.3,2.615339344,1.2,0.414679869,NA,NA,NA,5.893556953,6.308236822,2.187416025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,129,NA,NA,0.027520328,NA,NA,0.025164921,NA,NA,NA,NA,NA,0.061575164,NA,5.391282599,NA,25.55,16.58,NA,0.279999882,1.3,2.619998893,8.97,9.022,NA,NA,NA,344.21,353.232,24.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,4.5,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,4,20.04,NA,0.004032,NA,NA,0.005239,NA,NA,0.002523,NA,NA,0.011795,NA,5.4,NA,19.7,15.5,NA,0.123,1.3,2.62,4.2,2.51,NA,NA,9.005,41.08,43.59,2.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023952191,0.001,0.004,NA,NA,NA
Takahashi1999,Japan-Tomakomai Research Forest of Hokkaido University-,42.7,141.6,TempF,NA,NA,NA,NA,Carpinus cordata,Carpinus cordata,Betulaceae,DA,FW,NA,NA,47,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004071504,0.002733971,5.4,NA,8.6,4,NA,0.072,1.3,2.622116233,4.6,0.13,NA,NA,NA,10.8,10.93,1.6,NA,NA,2,12.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roth2007,"Sanderson, FL",29.77,-81.42,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = High; standdensity = 1334ha-1; FamilyID = L4,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,2,47.18213806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010386891,0.002551759,NA,5.407466355,NA,3.93,0.22,0.115,0.057,1.3,2.623928353,3.71,3.994,NA,NA,0.562096144,3.771903856,7.765903856,2.9101,NA,NA,NA,NA,NA,0.084650678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Cupania cinerea,Cupania cinerea,Sapindaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00490167,0.003318307,NA,5.419247235,NA,8.6,7,0.079,0.065,1.3,2.626785085,1.6,1.375394665,NA,NA,NA,10.13030173,11.5056964,1.894875665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
